stemmed_review,label
gk tau knp shopeefood sring kena cari driver trus pdhal sebeleh aman aj lngsung dpet susah ampun dtengah kota kocak nunggu jam dibatalin otomatis trus bodoh uninstal aj,negatif
,positif
ok,positif
apk mutu seller gak jujur beli barang barang sesuai cs nya lelet,negatif
gk pernh nolak pket tpi gk cod mna pembyrn fia tf trszz,negatif
good,positif
mantap oke joss niaaan,positif
suka shopee yg jujurly sy suka pakai kirim j t banding spx j t dalam cod so bad,negatif
aplikasi bodoh tolong mati notif nya banyak notifikasi menggangu tolong baik devoloper nya sering ngirim notif,negatif
is the best,positif
shopee ok pokok moga sukses depan,positif
bagus,positif
suka baja shope udah kirim salah,netral
bgus,positif
bantu,positif
insyaallah puas,positif
sukaa bgt belanja apk gk ribet mudah erti,positif
puas,positif
kekmana nya shopee co barang jasa kirim gak,negatif
belanja pakai apk kasi diskon,positif
semenjak mobil gua tabrak tukang kurir shopee gua males belanja,negatif
mohon bantu tdk tambah kartu rekening,positif
belanja shopee murah ongkir kadang gratis ongkir asyik lg barang cek bayar is the best pokok,positif
pas mesan makan shopeefood cancel mulu alas driver kali pes x pes cancel,negatif
belanja enak gampang harga sdkit dibwah pasar pko e mantap,positif
terimasih shopee pelosok bantu wujud cita,positif
cinta gwe bgt,positif
simple mudah,positif
okeh,positif
,netral
aplikasi belanja online manfaat belanja mudah capek capek toko barang kendala belanja aplikasi moga shopee depan terimakasih shopee,positif
muas,positif
good job,positif
shopee bantu layan,positif
bantu,positif
bagus,positif
kecewa saldo jual juta tarik udah jual shopee kali kek gin koncet,negatif
bgt sampek nya udah ngga jnt,netral
ya,negatif
good,positif
bagus banget,positif
shopee bagus bantu cari butuh hidup,positif
bagus,positif
bagus,positif
proses nyiapin barang nya nympe nya mnding toko online sblh sat set libur kirim,negatif
kak klo buka aplikasi gambar nya gak muncul ya jd kalo belanja suka kesel karna gambar gak muncul tolong baik ya akak,positif
klu beli baju shopee gk usa baju pesan ukur xl yg dtang m parah,negatif
barang tawar bagus jangkau,positif
senang pakai shopee toko dishopee ranjasolshop jual skincare batrisyia,positif
penuh butuh,positif
shopee bantu cari barang jual beli barang shopee mantap,positif
aplikasi shopee bantu order cepat langsung anter seller nya kurir ramah,positif
gambar foto komentar beli zoom alas kasih bintang calon beli kadang detail barang beli gambar beli gambar si jual gambar jual manipulasi besar zoom gambar,negatif
sopee tingkat layan awas,positif
kecewa shopee lg ekspedisi j t jnt yg bagus,positif
kecewa banget ma shopeefoddnya ni bayar pake shopeepay pake paylater tp gila jam makan ga makan enak jdi ngga napsu dluan gara layan banget,negatif
apk bagus,positif
shoppe knp sih kalo hujan susah bgt dapet driver batalinnya hrs nunggu menit,negatif
no udah bener email udah bener verifikasi pas udah selesai verifikasi gamasuk no nya,negatif
belanja shopee gak nyeselnya,positif
kurir nya antar pagi sampe tuh paket ga nyampe nyampe,netral
semenjak pindah jnt antar undur undur mulu,negatif
lelet mending tiktokshop,negatif
sampe andal,positif
,positif
puas belanja aplikasi shopee,positif
tolong kk developer disable permanen fitur menu video sy yg start up apk shopee sdh dialgoritma dicoding auto nyala gt kk ku langsung auto buka video tiktok shopee knp maksa start up mode video aktif dg volume suara ngagetin sgt ganggu bikin gak nyaman boros pulsa data nb please serta tombol or menu utk disablenya utk kendala fatal yg vital atas edisi terbit upgrade apk versi tolong ya,netral
shopee kesini buka kurang jual amanah jujur tipu tambah pengirimanya buruk lot saran beli barang hati cek toko lihat rating ulas sekian moga manfaat,negatif
kirim nya lambat sesuai tanggal estimasi tentu,negatif
sedia metode bayar qris ecommerce saing sedia metode bayar qris verifikasi bayar transfer seabank pin sidik jari,negatif
manfaat,positif
kabar baca shopee april j t expres jasa kirim putus hubung kerjasama j t expres andal spx expres j t cargo ninja expres kirim paket tuju alih toko online,negatif
aman percaya,positif
sesuai harap produk jangkau,positif
pokok shoope keren,positif
bener,positif
shopee mantap,positif
neng aja belanja shopee,positif
shopee ok,positif
pilih moga sukses sesuai bagus,positif
aplikasi berat boros quota internet promo gimmick diskon habis hoax,negatif
produk nya keren banget udah kali cek out,positif
bagus bgt apk nya barang murah udh gtu gratis ongkir pokok nya the best dehh apknya,positif
mantap,positif
aman,positif
mmbntu mudah belanja,positif
terima kasih shopee aplikasi yg bantu belanja,positif
oke,positif
aplikasi nya mantul,positif
shopee emang mantap,positif
shopee food nya masalah emng ga driver ya mesen makan status nya cari driver trus udah jugaa tetep batalin udah mesen resto beda tetep,positif
slalu update trus stiapau buka aplikasi loadingnya co suka lot,negatif
gooddd,positif
ok banget,positif
cari driver udah kay nyari adil indonesia susah banget udah nungguin jam pesan batal kali ga nemu driver,negatif
ndang donlod sopi soale lek tuku barang karek ngenteni terno,positif
gk buka shoopepay,negatif
pesan sy sdh terima cepat,positif
puas shopee hilang kirim jnt kecewa shope putus kerja jnt kirim spx akurat kali paket hilang status kirim kurir kunjung informasi paket kembang shopee aplikasi moga spx depan kembang kirim bagus,positif
,positif
mudah belanja,positif
ongkir nya gratis murah riah sukaaaaa banget shopee udah belanja gratis ongkir,positif
bagus,positif
tolong lahhh shopee kurir amanah langsung nonaktif aja akun nya alas nya alamat lengkap trus kirim lokasi tahan kadang kasih kurir males belanja kur nya ngak amanah,positif
oke gan,positif
okkk,positif
belanja nudah,positif
mantappp,positif
good aplikasi,positif
,negatif
bantu,positif
kmrin tipu salah lapak dr shopee barang pesan sesuai barang yg rugika pesan hp infinix smart pro yg hp hd screen ram gb trnyata gb memory trnyata cm gb,negatif
okk,positif
coba spx hrga nya jd mhl bngt udh kena ongkir kena ongkir dr hrga rban jd rban g jls bngt,netral
slamat fine aja gak yg kecewa slama sy ngorder thank u for u shopee,positif
kapasitas video upload aju klaim kirim video aju google drive timbang tim kait investigasi kirim barang elektronik kendara motor roda,negatif
mantap,positif
muas,positif
shopee lancar trusss,positif
trima kasih selershopi orang nya,positif
gua suka shoppe murah riah barang nyaa,positif
return barang mudah,positif
ok bagus mantappp tingkat terusss,positif
iyaa si cicil biaya layan k gila shopee beli hp juta juta aja bunga wkwk,negatif
mantap harga bagus kirim oke kualitas mantap,positif
bantu banget,positif
bagus,positif
keren banget,positif
mantap,positif
msntap,positif
mantap,positif
mantap ongkir murah,positif
mantaps,positif
gak j t pagi pindah aplikasi belah,negatif
gampang belanja aja,positif
belanja online shope food dah saran gofood grab food karna shoppe food jajah drivernya kejam drivernya nasib driver shoppe miris lihat aja tuh grup facebook driver shopee keluar unek unek nya,netral
tolong iklan shopeenya nggak pencet masuk aplikasi,negatif
jasa kirim jnt shopee henti belanja shopee dah kirim barang via spx kemas barang penyok kadang retak kadang dah gk bentuk alias ancur karyawan spx gk niat kerja kah,negatif
aman,positif
bagus ngen lot,positif
mantap,positif
aplikasi bantu allhamdulillah,positif
layan bagus,positif
,positif
ok banget murah jangkau,positif
apk plerrr gj bet sen dateng,negatif
aplikasi bagus barang murah banget,positif
mantaf,netral
belanja pas kantong ajib,positif
aplikasi jual top ku moga aja produk ku laku keras pesan beludak moga shopee erti mula,positif
baguss,positif
bagus,positif
woe napa je en te express diputusin admin gaada nyaman kecuali je en te,negatif
like,positif
shopee baik,positif
bantu,positif
kerenn,positif
mudah belanja harga saing,positif
paket nya nya,negatif
min bayar tulis saldo cukup ya saldo udah,positif
bagus bagus cuman kirim,positif
senang belanja rumah,positif
alhamdulillah belanja online bantu kadang kendala diseller yg amanah mesan yg bgni ga tau tdk sesuai mesan seller biar yg langgan inti amanah sukses shopee,positif
shopee top markotop,positif
kerennn,positif
woy paket gw hilang kocak udah terima kaga nerima,negatif
senang banget belanja puas,positif
suka cuman minus ya kurir ya toko ya bales ya,positif
tipu n ribet,negatif
bagus,positif
muas,positif
moga manfaat,positif
pesan konsumen barang kek tong sampah coba seleksi barang jual konsumen uang konsumen aja perentara bertangung,netral
shopee is the best,positif
mantap shopee is the best,positif
bagus,positif
,positif
shopee sdg gali kubur nya j t yg udh ga pesan instan tp kurir bawa bbrpa barang sameday pesan food k prioritas kurir bawa pesan rating akun stuck gold pdhl blnja puluh jt platinum tp ulang gold gitu system ancur pindah belah shopee tdk sehat korupt dark system basi suruh email system udh mau nya,negatif
shopie ok bantu,positif
terimakasih,positif
kecewa bijak pilih expedisi sori kalo sdh sisa bintang nya,negatif
moga sukses,positif
aplikasi mantap,positif
gratis ongkir hemat,positif
kirim semenjak ngandelin shopee spx doang mas mending jnt,negatif
,positif
lihat depan aja,positif
bug nya bikin ilfilll suka banget belanja ya gt bug nya banget bikin lot,positif
suka banget aplikasi belanja rumah mudah promo cocok dompet ajar,positif
siip,netral
buruk buruk j t express hapus da fitur kirim sih barang ngk nih,negatif
bagus,positif
bagus,positif
voucher nya tolong unlimited ya,positif
bagus,positif
guna shopee shopeefood driver puas fitur promo yg moga depan kembang,positif
emang ga bikin hemat aplikasi bawa ken co mulu,positif
lumayan lot banyak updet,netral
mudah belanja,positif
ok,positif
bagus spaylater saldo nya,positif
barang lengkap update,positif
kecewa masak kurir nya nggak nelpon karna nomor pakai nomor telepon whatsapp bilang daftar kek gin barang langsung returr,negatif
bagus bagus produk nya,positif
shopee muas,positif
mantap belanja,positif
mantap,positif
bagus,positif
bantu,positif
shopi ok,positif
easy pay,positif
enak sih pakai aplikasi online kadang kadang ad yg sesuai gambar expetasi yg bayang kadang yg sesuai kadang ad yg,positif
,positif
bagus,positif
mantap,positif
kali update fitur,negatif
good,positif
bagus banget produk sesuai murah mantap,positif
neng belanja dishopee barang sesuai deskripsi ongkirnya puas deh pokok,positif
oke,negatif
barang nya bagus bagus murah gratis ongkir nya semangat belanja enak belanja shopee aja kurir nya ramah,positif
tolol j t pecat milih spx layan nya super super lambat kecewa berat,negatif
siaapp,positif
aplikasi bagus,positif
bantu,positif
bagus,positif
bagus,positif
mnatapppp,positif
shopee bantu makasih shopee,positif
alhamdulillah slama pke aplikasi brang nya sesuai trima kasih,positif
apas shopee food suka bgt driver nyoba order device cepet bgt gilir device ampun udah langgan shopee food,negatif
aplikasi mudah bantu butuh ku,positif
belanja ga ribet ga login hkhkhhkhk,positif
diskon nya,positif
aplikasi bagus,positif
murah,positif
mantap,positif
cek out,negatif
bagus suka,positif
bantu belanja,positif
aplikasi bagus,positif
kak shipee yg kaya milih kurir yaa,negatif
semangat belanja,positif
shoppe keren abis,positif
sy susah belanja butuh alat tukang bahan bantu lem spare part mebel semenjak shopee gampang termakasih shopee,positif
,negatif
belanja mudah promo diskon,positif
ok bgt,positif
puas banget keren,positif
keren,positif
mudah smw nya berblnja maksih shope,positif
kemas nya gak bagus pecah,negatif
kurir ramah ngirim coba tambahin fitur kontak kurir kek dilazada,negatif
sangatvbagus,positif
,positif
aplikasi sempurna mantap,positif
kirim cepat aman,positif
transaksi cek out batal shopee,positif
bagus belanja belanja,positif
min udah pake spaylater limit juta limit extra juta pas merchant erafone dekat beli ip limit limit extra kurang total juta pas bayar beli ip merchant dekat gagal beku kecewa malu toko merchant dekat co gagal tolong cerah nya,netral
kecewa si udh bener pake j t pake spx udah datengnya salah rumah mas kurir ga deh beli barang dishopee,negatif
trbantu shopie hrga yg murah jg tdak brang yg sy inginkn d tmpat sy tp mlalui shopie trsedia trmakasih shopie,positif
mohon maaf tolong baik ui aplikasi hp bagus jaring stabil lelet ngelek masuk aplikasi shoope nya scroll banget kadang tolong berat ni aplikasi size nya gak,netral
suka shopee tp kirim barang,positif
mantap,positif
shopee baik produk cod cek mantap jaga jual nakal rusak nama shopee,positif
iklan notifikasi iklan menggangu aplikasi shoppe,negatif
bagus,positif
mantul,positif
shopee mantap,positif
mantul,positif
top markotop pokok,positif
yg gua ga suka belanja tuh susah nyari cod opsi udah cod gambar tera cod check out ga biaya layan sampe sekian gila kali blum ongkir barang yg gua cari banyak ga beda sma marketplace yg,negatif
j t iku shopee kirim,negatif
kecewa dgn shoppe dana kembali dana kembali transfer no rek potong saldo dana kembali hadee,negatif
senang,positif
,positif
terpecaya,positif
kurir daerah surabaya profesional kirim paket cod pas terima tempat hubung terima undur terima paket tempat tinggal ongkos cod tinggal kurir aja yg otak utk konfirmasi terima kirim undur capek lu bolak,negatif
,positif
mantap transfer bank gratis,positif
mantap,positif
terimakasih pesan,positif
mantaaaf,positif
aplikasi guna beli produk jual indonesia,positif
mantap,positif
cepat,positif
topppp,positif
aplikasi bgs bgtttt,positif
moga bagus dn jaya,positif
puas dg layan shopee,positif
kadang sesuai kadang nggaa tapi bagus i like shopee,positif
mantap,positif
kirim nya banget nyampe,negatif
guna,positif
kirim barang tanggal undur tanggal,netral
